Sample1	Sample2	Sample3	Sample4	Sample5
RHCG	0	0	0	0	0
RHD	0.4716	0	0.1136	0	0
RHEB	3.5328	4.2503	3.9881	4.0596	4.159
RHEBL1	1.4708	1.6251	1.0879	0.9536	2.7833
RHNO1	3.0014	3.6173	3.8238	2.8849	2.9153
RHO	0	0	0	0	0
RHOA	7.2946	7.6051	8.147	7.6143	7.6533
RHOA-IT1	1.0711	3.6132	3.1997	2.2242	2.8583
RHOB	2.2749	2.3488	4.1371	4.5869	1.2456
RHOBTB1	2.9155	0.4056	0.4813	0	3.2365
RHOBTB2	1.7291	0.1498	0.2877	0	1.1096
RHOBTB3	0	0	0	0	0
RHOC	3.7209	1.8001	1.3961	1.4688	1.9664
RHOD	0	0	0	0	0
RHOF	2.3943	3.6947	2.0781	2.4997	2.3974
RHOG	5.3873	5.0575	4.8571	4.4505	4.1405
RHOH	5.0126	5.0711	5.4002	5.0438	5.63
RHOJ	0	0	0	0	0
RHOQ	0.6168	1.4108	0.5629	0	1.2975
RHOT1	2.2773	3.5344	2.7729	2.8231	3.0059
RHOT2	3.531	3.1179	3.8439	2.9459	3.6811
RHOU	5.4646	0.9252	4.8616	4.5318	3.1415
RHOV	0	0.0345	0	1.832	0
RHOXF1	0	0	0	0	0
RHOXF2	0	0	0	0	0
RHOXF2B	0	0	0	0	0
RHPN1	5.7694	4.8195	5.3521	4.7964	5.3711
RHPN1-AS1	1.4651	0	1.4035	0	0.8718
RHPN2	0	0	0	0	0
RIBC1	0	0	0	0	0
RIBC2	0	0	0	0	0.8147
RIC3	0	0	0	0	0
RIC8A	3.9072	3.7679	4.2468	4.7081	3.4301
RIC8B	1.8809	1.8005	1.2035	0.4233	2.8906
RICTOR	3.9342	4.3199	2.8041	4.2282	5.3522
RIF1	3.2828	4.7925	2.6541	2.1919	4.6443
RIIAD1	0	0	0	0	0
RILP	1.6845	1.3668	2.4172	1.1144	0
RILPL1	0	0	0	0	1.0714
RIMBP2	0	0	0	0	0
RIMBP3	0	0	0.0273	0	0
RIMBP3B	0	0	0	0	0
RIMBP3C	0	0	0	0	0
RIMKLA	0	0	0	0	0
RIMKLB	2.2231	3.2039	1.5642	0.9715	4.1549
RIMS1	0	0	0	0	0
RIMS2	0	0	0	0	0
RIMS3	3.0882	0.9581	3.0274	1.7566	0.7064
RIMS4	0	0	0	0	0
RIN1	0	0	0	0	0
RIN2	0	0	0	0	0
RIN3	3.2183	1.6471	1.9859	1.3242	0.9085
RING1	3.9493	4.1013	5.7767	3.9137	3.7454
RINL	0.7379	0.8255	1.9332	0.3075	0.549
RINT1	2.2737	3.7569	2.1742	2.9191	3.2358
RIOK1	2.6519	3.6311	3.6299	3.4345	4.0038
RIOK2	1.8672	1.9758	1.6415	2.383	1.2259
RIOK3	3.7158	3.9827	3.0608	3.8471	4.0061
RIPK1	3.0267	2.9212	3.4929	2.6738	2.5353
RIPK2	0.8714	1.837	0	0	0
RIPK3	0.6256	0	0	0	0
RIPK4	0	0	1.4201	1.2629	1.0073
RIPPLY1	0	0	0	0	0
RIPPLY2	0	0	0	0	0
RIPPLY3	0	0	0	0	0
RIT1	3.7161	4.4701	2.8067	4.7129	4.0533
RIT2	0	0	0	0	0
RLBP1	0	0	0	0	0
RLF	3.0701	4.3091	2.2994	4.1499	5.3945
RLIM	4.1044	4.3016	3.3714	4.3138	5.2662
RLN1	0	0	0	0	0
RLN2	0	0	0	0	0
RLN3	0	0	0	0	0
RLTPR	3.7324	4.5509	4.4185	3.4112	3.385
RMDN1	2.6728	2.0905	2.235	1.0798	2.2152
RMDN2	0	0	0	0	0
RMDN2-AS1	0	0	0	0	0
RMDN3	2.2473	2.9178	2.3987	1.9272	2.3623
RMI1	2.1541	2.4335	1.5946	0.1092	2.6863
RMI2	3.742	2.9419	3.1059	0.6481	2.1246
RMND1	2.2723	2.2076	1.4524	1.3516	2.3032
RMND5A	4.8168	5.5267	4.2267	4.6494	5.6931
RMND5B	1.0751	1.4164	1.5384	0	1.2915
RMRP	14.9435	14.418	14.7106	15.1054	13.9254
RMST	0	5.4964	0	0	0
RN7SL1	18.3095	17.4079	17.7542	17.7268	17.192
RN7SL832P	0	0	0	0	0
RNASE1	0	0	0	0	0
RNASE10	0	0	0	0	0
RNASE11	0	0	0	0	0
RNASE12	0	0	0	0	0
RNASE13	0	0	0	0	0
RNASE2	1.7853	2.8863	1.3956	1.8519	0.0304
RNASE3	0.3302	0.3017	0	0.0053	0
RNASE4	0	0	0	0	0
RNASE6	5.2344	1.7306	1.2881	0	0.6123
RNASE7	0	0	0	0	0
RNASE8	0	0	0	0	0
RNASE9	0	0	0	0	0
RNASEH1	3.3344	3.1215	3.0644	3.0256	2.6016
RNASEH2A	3.7907	4.06	4.6093	2.6269	2.8684
RNASEH2B	6.3577	6.4476	6.9591	6.3313	6.2776
RNASEH2B-AS1	0	0	0	0	0
RNASEH2C	3.7811	3.8926	3.9564	2.9134	2.8421
RNASEK	1.6668	1.0788	1.4604	1.9028	1.8166
RNASEK-C17orf49	0	0	0	0	0
RNASEL	1.5751	0	0.6359	0	1.4682
RNASET2	2.7448	0.2974	2.215	1.3307	0
RND1	0	0	0	0.5904	1.0718
RND2	0	0	1.2053	0	0
RND3	0	0	0	0	0
RNF10	4.9271	5.2076	5.1271	5.9619	4.3124
RNF103	2.4665	3.1957	1.353	2.3505	3.1266
RNF103-CHMP3	0	0	0	0	0
RNF11	5.1833	5.3697	4.6323	6.027	4.723
RNF111	2.6187	2.5945	1.8172	2.7241	3.1163
RNF112	0	0	0	0	0
RNF113A	5.1586	4.1888	4.3475	4.673	3.2078
RNF113B	0	0	0	0	0
RNF114	5.2705	5.6184	5.0035	5.1877	4.5609
RNF115	2.4506	3.0564	2.7661	2.485	2.6915
RNF121	2.1652	2.4051	2.0328	1.7744	1.8149
RNF122	3.6772	2.8516	2.5986	3.4548	1.4579
RNF123	2.264	2.4042	2.9564	1.887	2.4616
RNF125	2.4039	2.2628	1.6005	1.2057	3.1843
RNF126	3.9539	3.4718	3.9495	4.6291	2.7588
RNF128	0	0	0	0	0
RNF13	3.6374	3.0003	2.9389	2.8553	3.2042
RNF130	0	0.1874	0.0576	2.7208	1.8007
RNF133	0	0	0	0	0
RNF135	1.9844	1.8853	1.9486	0.3887	1.2624
RNF138	4.7498	5.5733	4.5014	5.3093	5.3133
RNF139	5.6589	5.4657	5.055	5.6157	5.3564
RNF139-AS1	0.9311	0	0	0	2.1338
RNF14	2.9291	2.0182	2.4707	1.9233	1.7629
RNF141	1.543	0.8311	0.9152	0.4405	0.7569
RNF144A	2.9524	2.2221	3.1385	1.1276	3.4006
RNF144A-AS1	0	0	1.3741	0	0.8171
RNF144B	0	0	0	0	0
RNF145	3.4666	3.4937	3.1106	4.0081	4.0815
RNF146	1.09	1.3983	1.3564	1.2603	2.5281
RNF148	0	0	0	0	0
RNF149	4.0731	4.1199	3.7149	3.1651	4.963
RNF150	0.7482	2.2238	1.7662	0	3.2756
RNF151	0	0	0	0	0
RNF152	0.6643	0	0	0	0
RNF157	0	0	0	0	0
RNF157-AS1	0	0	0	0	0
RNF165	0.1554	1.0076	0	0	0.8609
RNF166	3.3406	2.0372	3.3297	2.8192	2.3056
RNF167	4.7394	4.0227	4.6098	3.1552	3.4768
RNF168	2.9952	4.9631	3.6277	4.5802	5.1803
RNF169	3.952	3.7796	2.5549	3.3842	4.1881
RNF17	0	0	0	0	0
RNF170	0.416	0.0101	0.5724	0	0.7387
RNF175	0	0	0	0	0
RNF180	0	0	0	0	0
RNF181	5.408	4.3432	4.9008	4.6091	3.7065
RNF182	0	0	0	0	0
RNF183	0	0	0	0	0
RNF185	3.365	2.5086	2.6901	2.5641	2.3744
RNF185-AS1	0	0	0	0	0
RNF186	0	0	0	0	0
RNF187	4.4851	5.0372	5.0376	3.798	3.2859
RNF19A	4.6073	4.7339	3.7138	3.9983	5.435
RNF19B	3.016	4.1179	2.5379	2.5514	3.477
RNF2	2.9187	2.3866	2.4629	2.5842	1.7825
RNF20	2.6457	2.9489	2.6001	1.9307	3.2881
RNF207	0	0	0	0	0
RNF208	0	0	0	0	0
RNF212	0	0	0	0	0
RNF213	4.2608	4.0518	4.3701	3.5887	4.2613
RNF214	2.3385	2.2874	2.4238	1.779	2.3478
RNF215	0.7321	1.3596	0	0	0.9962
RNF216	3.7057	3.3998	3.4488	3.2089	3.7894
RNF216-IT1	1.0104	1.2501	0.7362	1.0156	0.7285
RNF217	0	0	0	0	0
RNF219	3.2367	3.147	1.7741	1.8212	3.1276
RNF219-AS1	0	0	0	0	0
RNF220	4.2721	3.0992	3.4246	3.9393	2.5583
RNF222	0	0	0	0	0
RNF223	0	0	0	0	0
RNF24	2.7183	2.8969	2.4747	2.4182	3.4854
RNF25	3.4983	1.8073	1.9717	1.1861	1.5844
RNF26	3.3259	2.9723	3.3019	3.243	1.6057
RNF31	2.7922	2.6053	3.1653	2.8469	2.2704
RNF32	0	0	0	0	0
RNF34	2.8428	2.9888	2.5951	2.1837	3.1768
RNF38	3.2438	4.7617	3.1247	4.5011	4.457
RNF39	0	0	0	0	0
RNF4	4.3853	4.6602	3.8691	4.8456	4.033
RNF40	4.4582	4.2199	4.3866	4.9189	4.0828
RNF41	3.8117	2.6211	3.3903	3.6504	2.8502
RNF43	0	0	0	0	0
RNF44	3.8876	3.7624	3.6396	3.4292	4.1824
RNF5	5.1591	4.1331	6.1746	4.4029	3.9736
RNF6	3.0533	3.8192	2.7067	3.2137	3.5528
RNF7	4.2516	3.8444	4.2509	4.2405	3.2627
RNF8	1.786	0.5702	2.2524	0	1.1053
RNFT1	0	0	0	0	0
RNFT2	2.6938	1.1534	0	0	0
RNGTT	3.1629	2.6774	3.0386	2.925	3.7563
RNH1	3.1153	2.0245	3.3763	2.4968	1.4595
RNLS	0	0	0	0	0
RNMT	3.0743	4.1144	2.9225	4.0698	3.9132
RNMTL1	3.4263	3.2176	3.1174	3.6824	2.6486
RNPC3	2.4333	2.5726	2.132	1.4958	3.1949
RNPEP	4.0499	3.8564	3.6911	2.9359	3.0214
RNPEPL1	2.5557	2.3919	3.0561	2.3561	1.7404
RNPS1	4.2031	4.4815	4.2434	5.0576	3.5483
RNU11	10.9786	10.8185	11.1128	11.0594	9.0031
RNU12	9.2548	9.3285	9.7104	9.6562	6.2943
RNU6ATAC35P	0	0	0	0	0
ROBO1	0	0	1.7078	0	0
ROBO2	0	0	0	0	0
ROBO3	0	0	0	0	0
ROBO4	0	0	0	0	0
ROCK1	3.6529	4.7823	3.8378	4.2216	5.2105
ROCK2	1.2888	2.0532	1.493	0.1512	3.4379
ROGDI	0	0.8569	0.3204	0	0
ROM1	0	0	0	0	0
ROMO1	5.2736	4.4715	5.1128	4.4786	4.297
ROPN1	0	0	0	0	0
ROPN1B	0	0	0	0	0
ROPN1L	0	0	0	0	0.4904
ROPN1L-AS1	0	0	0	0	0
ROR1	0	0	0	0	0
ROR2	0	0	0	0	0
RORA	0	0	0	0	0
RORB	0	1.5648	1.9192	0	3.0949
RORC	2.3114	3.242	3.55	1.9294	2.1701
ROS1	0	0	0	0	0
RP1	0	0	0	0	0
RP1-100J12.1	2.337	1.3594	2.6509	1.9975	1.2779
RP1-101K10.6	3.1717	2.3368	2.2884	1.6954	2.6078
RP1-102D24.5	0	0	0	0	0
RP1-102E24.8	0	0	0	0	0
RP1-102G20.5	0	0	0	0	0
RP1-102H19.8	0	0	0	0	0
RP1-102K2.6	0	0	0	0	0
RP1-102K2.8	0	0	0	0	0
RP1-104O17.1	0	0	0	0	0
RP1-104O17.2	0	0	0	0	0
RP1-104O17.3	0	0	0	0	0
RP1-105O18.1	0	0	0	0	0
RP1-10C16.1	0	0	0	0	0
RP11-1000B6.2	0	0	0	0	0
RP11-1000B6.3	3.1518	0.6837	0	0	3.2084
RP11-1000B6.5	1.1939	1.2063	0.7747	1.3279	2.6765
RP11-1002K11.1	0	0	0	0	0
RP11-1006G14.1	0	0	0	0.3908	2.1198
RP11-1006G14.2	0	0	0	0	0
RP11-1006G14.4	0.5662	1.9899	0.7076	2.6974	3.6522
RP11-1007G5.2	0	0	0	0	0
RP11-1007I13.4	0	0	0	0	0
RP11-1007O24.2	0	0	0	0	0
RP11-1007O24.3	1.7491	1.0703	1.685	1.5695	0.5655
RP11-1008C21.1	0	0	0	0	0
RP11-1008C21.2	0	0	0	0	0
RP11-100E13.1	0	0	0	0	0
RP11-100F15.1	0	0	0	0	0
RP11-100F15.2	0	0	0	0	0
RP11-100G15.10	0	0	0	0	0
RP11-100K18.1	0	0	0	0	0
RP11-100L22.1	0	0	0	0	0
RP11-100L22.2	0	0	0	0	0
RP11-100L22.3	0	0	0	0	0
RP11-100L22.4	0	0	0	0	0
RP11-100M12.1	0	0	0	0	0
RP11-100M12.2	0	0	0	0	0
RP11-100M12.3	0	0	0	0	0
RP11-100N20.1	0	0	0	0	0
RP11-1012A1.4	0	0	0	0	0
RP11-1012E15.1	0	0	0	0	0
RP11-1017G21.4	0	0	0	0	0
RP11-1017G21.5	2.5996	0.5187	1.1643	1.3585	2.2195
RP11-1017G21.6	0	0	0	0	0
RP11-1018N14.1	0	0	0	0	0
RP11-1018N14.2	0	0	0	0	0
RP11-1018N14.3	0	0	0	0	0
RP11-1018N14.4	0	0	0	0	0
RP11-1018N14.5	0	0	0	0	0
RP11-101C11.1	0.312	0	0	0	0
RP11-101E13.5	0	0	0	0	0.2544
RP11-101E14.2	0	0	0	0	0
RP11-101E14.3	0	0	0	0	0
RP11-101E3.5	0	0	0	0	0
RP11-101E5.1	0	0	0	0	0
RP11-101E7.2	0	0	0	0	0
RP11-101O21.1	0	0	0	0	0
RP11-101P17.11	0	0	0	0	0
RP11-1020A11.1	0.389	0	0	0	0
RP11-1020A11.2	0	0	0	0	0
RP11-1020M18.10	0	0	0	0	0
RP11-1021N1.1	0	0	0	0	0
RP11-1022B3.1	0	0	0	0	0
RP11-1023P17.2	0	0	0	0	0
RP11-1024P17.1	0	0	0	0	0.8061
RP11-1026M7.2	0	0	0	0	0
RP11-1026M7.3	0	0	0	0	0
RP11-1028N23.2	0	0	0	0	0
RP11-1028N23.3	0	0	0	0	0
RP11-1028N23.4	0	0	0	0	0
RP11-1029J19.2	0	0	0	0	0
RP11-1029J19.4	0	0	0	0	0
RP11-1029J19.5	0	0	0	0	0
RP11-102C16.3	0	0	0	0	0
RP11-102F4.2	0	0	0	0	0
RP11-102J14.1	0	0	0	0	0
RP11-102L12.2	0	1.4976	0	0.5503	1.5655
RP11-102M11.2	0	0	0	0	0
RP11-102N11.1	0	0	0	0	0
RP11-102N12.2	0	0	0	0	0
RP11-102N12.3	0	0	0	0	0
RP11-1030E3.1	0	0	0	0	0
RP11-1033H12.1	1.8344	1.8841	0	0	4.2457
RP11-1035H13.2	0	0	0	0	0
RP11-1035H13.3	0	0	0	0	0
RP11-1036E20.9	0	0	0	0	0
RP11-1038A11.1	0	0	0	0	0
RP11-1038A11.2	0	0	0	0	0
RP11-1038A11.3	0	0	0	0	0
RP11-103B5.2	0	0	0	0	0
RP11-103C16.2	0	0	0	0	0
RP11-103C3.1	0	0	0	0	0
RP11-103G8.2	2.7272	0.7326	2.6714	1.9335	1.4839
RP11-103H7.1	0	0	0	0	0
RP11-103H7.2	0	0	0	0	0
RP11-103H7.3	0	0	0	0	0
RP11-103H7.5	0	0	0	0	0
RP11-103J17.1	0	0	0	0	0
RP11-103J17.2	0	0	0	0	0
RP11-103J8.1	0	0	0	0	0
RP11-103J8.2	0	0	0	0	0
RP11-1041F24.1	0	0	0	0	0
RP11-1042B17.3	0	0	0	0	0
RP11-1042B17.5	0	0	0	0	0
RP11-1049A21.2	0	0	0	0	0
RP11-1049H7.2	0	0	0	0	0
RP11-104D21.3	0	0	0	0	0
RP11-104E19.1	0	0	0	0	0
RP11-104H15.10	0	0	0	0	0
RP11-104H15.7	0	0	0	0	0
RP11-104H15.8	0	0	0	0	0
RP11-104H15.9	0	0	0	0	0
RP11-104J23.1	0	0	0	0	0
RP11-104J23.2	0	0	0	0	0
RP11-104L21.2	1.2111	3.8346	2.9035	2.6325	2.4896
RP11-104L21.3	2.0119	3.7459	2.9966	2.4822	1.949
RP11-104N10.1	0	0	0	0	0
RP11-1055B8.2	0	0	0	0	0
RP11-1055B8.3	0	0	0	0	0
RP11-1055B8.4	0	2.9793	0	0	0.8794
RP11-1055B8.6	4.0318	4.9989	3.6705	3.9797	2.3021
RP11-1055B8.7	4.5669	6.3235	4.4615	4.1915	4.4403
RP11-1055B8.8	0	0	0	0	0
RP11-1057B6.1	0.3932	2.2799	0.0174	0	2.5836
RP11-1057B8.2	0	0	0	0	0
RP11-1058N17.1	0	0	0	0	0
RP11-105C19.1	0	0	0	0	0
RP11-105C19.2	0	0	0	0	0
RP11-105C20.2	0	0	0	0	0
RP11-105N13.4	4.0987	3.2521	3.7277	3.2494	3.2123
RP11-105N14.1	3.2496	3.3158	2.2966	1.492	3.4108
RP11-105N14.2	0	0	0	0	0
RP11-105N14.3	0	0	0	0	0
RP11-1060G2.1	0	0	0	0	0
RP11-1060G2.2	0	0	0	0	0
RP11-1060J15.4	0	0	0	0	0
RP11-1060J15.7	0	0	0	0	0
RP11-1069G10.1	0	0	0	0	0
RP11-1069G10.2	0	0	0	0	0
RP11-106E15.1	0	0	0	0	0
RP11-106M3.2	0	0	0	0	0
RP11-106M3.3	0	0	0	0	0
RP11-106M7.1	0	0	0	0	0
RP11-1070A24.2	0	0	0	0	0
RP11-1070N10.3	0	0	0	0	0
RP11-1070N10.4	0	0	0	0	0
RP11-1070N10.5	0	0	0	0	0
RP11-1070N10.6	0	0	0	0	0
RP11-1070N10.7	0	0	0	0	0
RP11-1072C15.2	0	0	0	0	0
RP11-1072C15.4	0	1.0042	0.0362	0.2108	0.1472
RP11-1072N2.3	0	0	0	0	0
RP11-1078H9.1	0	0	0	0	0
RP11-1078H9.2	0	0	0	0	0
RP11-1078H9.5	0	0	0	0	0
RP11-1078H9.6	0	0	0	0	0
RP11-1079H9.1	0	0	0	0	0
RP11-1079K10.2	0	0	0	0	0
RP11-1079K10.3	0	0	0	0	0
RP11-1079K10.4	0	0	0	0	0
RP11-1079K10.5	0	0	0	0	0
RP11-107D24.2	0	0	0	0	0.4281
RP11-107F6.3	0	0	0	0	0
RP11-107I14.2	0	0	0	0	0
RP11-107I14.4	0	0	0	0	0
RP11-107I14.5	0	0	0	0	0
RP11-107K17.1	0	0	0	0	1.7392
RP11-107M16.2	0	0	0	0	0
RP11-107N15.1	0	0	0	0	0
RP11-107N7.1	0	0	0	0	0
RP11-1080G15.1	0	0	0	0	0
RP11-1080G15.2	0	0	0	0	0
RP11-1081L13.4	0	0	0	0	0
RP11-1081M5.1	0	0	0	0	0
RP11-1081M5.2	0	0	0	0	0
RP11-1082A3.1	0	0	0	0	0
RP11-1082L8.2	0	0	0	0	0
RP11-1082L8.3	0	0	0	0	0
RP11-1082L8.4	0	0	0	0	0
RP11-1084A12.2	0	0	0	0	0
RP11-1084E5.1	0	0	0	0	0
RP11-1084I9.1	0	0	0	0	0
RP11-1084I9.2	0	0	0	0	0
RP11-1084J3.4	0	0	0	0	0
RP11-1085N6.2	0	0	0	0	0
RP11-1085N6.3	0	0	0	0	0
RP11-1085N6.4	0	0	0	0	0
RP11-1085N6.5	0	0	0	0	0
RP11-1085N6.6	0	0	0	0	0
RP11-108B14.5	0	0	0	0	0
RP11-108E14.1	0	0	0	0	0
RP11-108K14.8	0	0	0	0	0
RP11-108K3.1	0	0	1.1334	0	0
RP11-108K3.2	0	0	0	0	0
RP11-108K3.3	0	0	0	0	0
RP11-108K3.4	0	0	0	0	0
RP11-108L7.14	0	0	0	0	0
RP11-108L7.15	1.0436	0.3666	0.6499	0	1.1043
RP11-108L7.4	0	0	0	0	0
RP11-108M12.3	0	0	0	0	0
RP11-108M9.1	0	0	0	0	0
RP11-108M9.2	0	0	0	0	0
RP11-108M9.4	0	3.2343	2.81	1.8549	2.9825
RP11-108M9.6	2.9152	0.9225	2.117	2.6484	2.7524
RP11-108O10.2	0	1.0498	0	0	0.5871
RP11-108P20.1	0	0	0	0	1.2332
RP11-108P20.2	0	0	0	0	0
RP11-108P20.3	0	0	0	0	0
RP11-108P20.4	0	0	0	0	0
RP11-1090M7.1	0	0	0	0	0
RP11-1094H24.3	0	0	0	0	0
RP11-1094H24.4	0	0	0	0	0
RP11-1094M14.10	0.9152	0	0	0	0
RP11-1094M14.11	4.1693	2.6622	3.8618	2.5611	2.7216
RP11-1094M14.12	0.7515	0	0	0	0
RP11-1094M14.14	0	0	0	0	0
RP11-1094M14.5	0	0	0	0	0
RP11-1096D5.1	0	0	0	0	0
RP11-1096D5.2	0	0	0	0	0
RP11-1096G20.5	0	0	0	0	0
RP11-1099M24.7	0	0	0	0	0
RP11-109A6.2	0	0	0	0	0
RP11-109A6.3	1.2213	0.473	1.0959	0	2.5364
RP11-109D20.1	0	0	0	0	0
RP11-109D20.2	0	0	0	0	0
RP11-109D24.1	0	0	0	0	0
RP11-109D9.4	0	0	0	0	0
RP11-109E10.1	0	0	0	0	0
RP11-109E12.1	0	0	0	0	0
RP11-109E24.1	0	0	0	0	0
RP11-109E24.2	0	0	0	0.002	0.062
RP11-109G23.3	1.1594	0	0	0	0.2807
RP11-109I13.2	0	0	0	0	0
RP11-109J4.1	0	0	0	0	0
RP11-109M17.2	0	0	0	0	0
RP11-109M19.1	0	0	0	0	0
RP11-109N23.4	0.1956	0	0.5715	0	0
RP11-109P11.1	0	0	0	0	0
RP11-109P14.10	0	0	0	0	0
RP11-109P14.9	0	0	0	0	0
RP11-109P6.2	0	0	0	0	0
RP11-10A14.3	0	0	0	0	0
RP11-10A14.4	0	0	0	0	0
RP11-10A14.5	0	0	0	0	0
RP11-10A14.6	0	0	0	0	0
RP11-10A14.7	0	0	0	0	0
RP11-10C24.1	0	0	0	0	1.4027
RP11-10C24.2	0	0	0	0	0
RP11-10C24.3	0	0	0	0	0
RP11-10C8.2	0	0	0	0	0
RP11-10H3.1	0	0	0	0	0
RP11-10J18.3	0	0	0	0	0
RP11-10J21.3	0	0	0	0	0
RP11-10J21.4	2.3266	0.0136	0.4433	1.3198	1.7145
RP11-10J21.5	0	0	0	0	0
RP11-10J21.6	0	0	0	0	0
RP11-10J5.1	0	0	0	0	0
RP11-10K16.1	0.0957	0.5399	0	0	0.9521
RP11-10K17.6	0	0	0	0	0
RP11-10L12.4	0	0	0	0	0
RP11-10L7.1	0	0	0	0	0
RP11-10N16.2	0	0	0	0	0
RP11-10N16.3	0	0	0	0	0
RP11-10N23.2	0	0	0	0	0
RP11-10N23.4	0	0	0	0	0
RP11-10N23.5	0.4045	0	0	0.4054	0
RP11-10O17.3	0.0043	1.6289	0	0.0419	0.8219
RP11-10O22.1	0	0	0	0	0
RP11-1100L3.7	0	0	0	0	0
RP11-1100L3.8	0	0	0	0	0
RP11-1101H11.1	0	0	0	0	0
RP11-1101K5.1	0	0	0	0	0
RP11-1102P16.1	0	0	0	0	0
RP11-1103G16.1	0	0	0	0	0
RP11-1105G2.3	0	0.1076	0	0	0.9662
RP11-1105G2.4	0	0	0	0	0
RP11-1105O14.1	0	0	0	0	0
RP11-1109F11.3	0	0	0	0	0
RP11-1109F11.5	0	0	0	0	0
RP11-1109M24.16	0	0	0	0	0
RP11-1109M24.5	0	0	0	0	0
RP11-110A12.2	0	0	0	0	0
RP11-110G21.1	2.9709	1.2353	1.8746	0.9777	1.4282
RP11-110G21.2	2.8473	2.4226	1.1457	1.4711	2.5423
RP11-110H1.4	0	0.8303	0	0.5813	0.8612
RP11-110H1.8	0	0	0	0	0
RP11-110H1.9	0	2.6737	1.6119	0.3148	0
RP11-110I1.11	0	0	0	0	0
RP11-110I1.12	1.3445	2.1094	2.0756	0.5529	1.8056
RP11-110I1.13	2.2851	1.3024	1.921	2.1528	1.8479
RP11-110I1.14	0	0	0	0	0.6796
RP11-110I1.6	0	0	0	0	0
RP11-110L15.1	0	0	0	0	0
RP11-110L15.2	0	0	0	0	1.0975
RP11-1112C15.1	0	0	0	0	0
RP11-1112C15.2	0	0	0	0	0
RP11-1112J20.2	0	0	0	0	0
RP11-1113L8.1	0	0	0	0	0
RP11-1114A5.4	0	0.4599	0	0	0.4588
RP11-1114I9.1	0	0	0	0	0
RP11-1118M6.1	0	0	0	0	0
RP11-111A21.1	0	0	0	0	0
RP11-111A22.1	0	0	0	0	0
RP11-111D3.2	0	0	0	0	0
RP11-111E14.1	0	0	0	0	0
RP11-111F5.3	0	0	0	0	0
RP11-111F5.4	0	0	0	0	0
RP11-111F5.8	0	0	0	0	0
RP11-111H3.3	0	0	0	0	0
RP11-111I12.1	0	0	0	0	0
RP11-111J6.2	0	0	0	0	0
RP11-111K18.2	0	0	0	0	0.3149
RP11-111M22.2	0	0	0	0	0
RP11-111M22.3	3.6491	3.0088	3.8369	3.167	2.4505
RP11-111M22.4	0	0.3217	0	0	0.4668
RP11-111M22.5	0	0	0	0	0
RP11-1124B17.1	0	0	0	0	0
RP11-1127D7.1	0	0	0	0	0
RP11-1129I3.1	0	0	0	0	0
RP11-112H10.4	0	0	0	0	0
RP11-112J1.2	0	0	0	0	0
RP11-112J3.15	0	0	0	0	0
RP11-112J3.16	0.3602	1.9669	1.0133	0	1.6324
RP11-112L6.2	0	0	0	0	0
RP11-112L6.3	0	0	0	0	0
RP11-112L6.4	0	0	0	0	0
RP11-112L7.1	0	0	0	0	0
RP11-1134I14.8	0	0	0	0	0
RP11-1136G11.8	0	0	0	0	0
RP11-1136G4.1	0	0	0	0	0
RP11-1136J12.1	0	0	0	0	0
RP11-1137G4.3	0	0	0	0	0
RP11-113D6.10	0	0	0	0	0
RP11-113D6.6	0	0	0	0	0
RP11-113E21.1	0	0	0	0	0
RP11-113I22.1	0	0	0	0	0
RP11-113K21.4	0	0	0	0	0
RP11-113O24.3	0	0	0	0	0
RP11-1140I5.1	0	0	0	0	0
RP11-1141N12.1	0	0	0	0	0
RP11-1143G9.4	0	0	0	0	0
RP11-1144P22.1	0	0	0	0	0
RP11-1145L24.1	0	0	0	0	0
RP11-1148L6.5	0	0	0	0	0
RP11-1148O4.2	0	0	0	0	0
RP11-1149M10.1	0	0	0	0	0
RP11-1149M10.2	0	0	0	0	0
RP11-1149O23.2	0	0	0	0	0
RP11-1149O23.3	0	0	0	0	0
RP11-1149O23.4	0	0	0	0	0
RP11-114B7.6	0	0	0	0	0
RP11-114F10.2	0	0	0	0	0
RP11-114F10.3	0	0	0	0	0
RP11-114G22.1	0	0	0	0	0
RP11-114H20.1	0	0	0	0	0
RP11-114H21.2	0	0	0	0	0
RP11-114H23.1	0	0	0	0	0
RP11-114H23.2	0	0	0	0	0
RP11-114H24.3	0	0	0	0	0
RP11-114H24.6	0	0	0	0	0
RP11-114H24.7	0	0	0	0	0
RP11-114I8.4	0	0	0	0	0.0857
RP11-114J13.1	0	0	0	0	0
RP11-114L10.2	0	1.2484	0	0.5424	0.5203
RP11-114M1.1	0	0	0	0	0
RP11-114M1.2	0	0	0	0	0
RP11-114N19.3	0.7924	0	0.1081	0	2.4084
RP11-114O18.1	0	0	0	0	0
RP11-114O8.1	0	0	0	0	0
RP11-1151B14.2	0	0	0	0	0
RP11-1151B14.3	0	0	0	0	0
RP11-1151B14.4	0	0	0	0	0
RP11-1152H14.1	0	0	0	0	0
RP11-1152H15.1	0	0	0	0	0
RP11-1157N2__B.2	0	0	0	0	0.8955
RP11-115A15.1	0	0	0	0	0
RP11-115C10.1	0	0	0	0	0
RP11-115C21.2	1.0149	0.7964	1.4451	0.0876	0.6736
RP11-115D19.1	0	0	0	0	0
RP11-115E19.1	0	0	0	0	0
RP11-115F18.1	0	0	0	0	0
