GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
IL2RA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL2RB	0.29298	0.29298	0.09435	0.09435	0.29298	0.09435	0.25247	0.29298	0.09435	0.59618
IL2RG	0.49594	0.49594	0.559305	0.559305	0.49594	0.559305	0.5100025	0.49594	0.559305	0.8865
IL3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL31RA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL32	0.604855	0.604855	0.7156625	0.7156625	0.604855	0.7156625	0.815125	0.604855	0.7156625	0.81734
IL33	0.55719	0.55719	0.639615	0.639615	0.55719	0.639615	0.93286	0.55719	0.639615	0.831735
IL34	0.57708	0.57708	0.30701	0.30701	0.57708	0.30701	0.74142	0.57708	0.30701	0.76449
IL36A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL36B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL36G	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL36RN	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL37	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL3RA	0.250605	0.250605	0.464385	0.464385	0.250605	0.464385	0.50488	0.250605	0.464385	0.3637
IL4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL4I1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.68402
IL4R	0.73568	0.73568	0.71422	0.71422	0.73568	0.71422	0.74269	0.73568	0.71422	0.74288
IL5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL5RA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL6	0.408825	0.408825	0.24968	0.24968	0.408825	0.24968	0.08815	0.408825	0.24968	0.6543525
IL6R	0.73445	0.73445	0.72526	0.72526	0.73445	0.72526	0.75073	0.73445	0.72526	0.80315
IL6ST	0.89494	0.89494	0.87036	0.87036	0.89494	0.87036	0.88191	0.89494	0.87036	0.834665
IL7	0.25613	0.25613	0.09435	0.09435	0.25613	0.09435	0.3036825	0.25613	0.09435	0.2693025
IL7R	0.306355	0.306355	0.303925	0.303925	0.306355	0.303925	0.08815	0.306355	0.303925	0.28301
IL9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IL9R	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ILDR1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ILDR2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ILF2	0.807545	0.807545	0.83362	0.83362	0.807545	0.83362	0.8075975	0.807545	0.83362	0.80533
ILF3	0.991075	0.991075	0.99271	0.99271	0.991075	0.99271	0.99281	0.991075	0.99271	0.99075
ILF3-AS1	0.70183	0.70183	0.56251	0.56251	0.70183	0.56251	0.615385	0.70183	0.56251	0.53261
ILK	0.86949	0.86949	0.908075	0.908075	0.86949	0.908075	0.941595	0.86949	0.908075	0.918055
ILKAP	0.60808	0.60808	0.54031	0.54031	0.60808	0.54031	0.5638375	0.60808	0.54031	0.5308425
ILVBL	0.70183	0.70183	0.69621	0.69621	0.70183	0.69621	0.6097525	0.70183	0.69621	0.69026
IMMP1L	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IMMP2L	0.09059	0.09059	0.29762	0.29762	0.09059	0.29762	0.29148	0.09059	0.29762	0.243285
IMMT	0.7269	0.7269	0.8034425	0.8034425	0.7269	0.8034425	0.746705	0.7269	0.8034425	0.76449
IMP3	0.62593	0.62593	0.743945	0.743945	0.62593	0.743945	0.6643675	0.62593	0.743945	0.62924
IMP4	0.66286	0.66286	0.654105	0.654105	0.66286	0.654105	0.5583	0.66286	0.654105	0.54999
IMPA1	0.27936	0.27936	0.27804	0.27804	0.27936	0.27804	0.29424	0.27936	0.27804	0.263125
IMPA2	0.795165	0.795165	0.665395	0.665395	0.795165	0.665395	0.539645	0.795165	0.665395	0.59061
IMPACT	0.32795	0.32795	0.3235	0.3235	0.32795	0.3235	0.34252	0.32795	0.3235	0.311725
IMPAD1	0.90197	0.90197	0.93101	0.93101	0.90197	0.93101	0.911925	0.90197	0.93101	0.91632
IMPDH1	0.69293	0.69293	0.79958	0.79958	0.69293	0.79958	0.651295	0.69293	0.79958	0.74902
IMPDH2	0.97299	0.97299	0.97229	0.97229	0.97299	0.97229	0.97626	0.97299	0.97229	0.95831
IMPG1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IMPG2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INADL	0.443935	0.443935	0.30489	0.30489	0.443935	0.30489	0.34252	0.443935	0.30489	0.30052
INCENP	0.2521775	0.2521775	0.27015	0.27015	0.2521775	0.27015	0.256035	0.2521775	0.27015	0.251975
INE1	0.28881	0.28881	0.27153	0.27153	0.28881	0.27153	0.251305	0.28881	0.27153	0.297055
INF2	0.800235	0.800235	0.81112	0.81112	0.800235	0.81112	0.82366	0.800235	0.81112	0.82581
ING1	0.37281	0.37281	0.347325	0.347325	0.37281	0.347325	0.35042	0.37281	0.347325	0.367395
ING2	0.385525	0.385525	0.32133	0.32133	0.385525	0.32133	0.30052	0.385525	0.32133	0.35255
ING3	0.54111	0.54111	0.57643	0.57643	0.54111	0.57643	0.657145	0.54111	0.57643	0.49684
ING4	0.63428	0.63428	0.654105	0.654105	0.63428	0.654105	0.70667	0.63428	0.654105	0.656505
ING5	0.4907775	0.4907775	0.53674	0.53674	0.4907775	0.53674	0.50488	0.4907775	0.53674	0.49354
INHA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INHBA	0.25476	0.25476	0.09435	0.09435	0.25476	0.09435	0.27194	0.25476	0.09435	0.088555
INHBA-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INHBB	0.8157125	0.8157125	0.81112	0.81112	0.8157125	0.81112	0.527195	0.8157125	0.81112	0.664205
INHBC	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INHBE	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INIP	0.367165	0.367165	0.43921	0.43921	0.367165	0.43921	0.4352725	0.367165	0.43921	0.46991
INMT	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.421605	0.09059	0.09435	0.2483
INO80	0.3715425	0.3715425	0.41968	0.41968	0.3715425	0.41968	0.3778025	0.3715425	0.41968	0.355495
INO80B	0.57708	0.57708	0.5492	0.5492	0.57708	0.5492	0.5638375	0.57708	0.5492	0.54999
INO80C	0.31084	0.31084	0.24713	0.24713	0.31084	0.24713	0.25466	0.31084	0.24713	0.26085
INO80D	0.63631	0.63631	0.487025	0.487025	0.63631	0.487025	0.54675	0.63631	0.487025	0.560405
INO80E	0.49594	0.49594	0.61116	0.61116	0.49594	0.61116	0.62581	0.49594	0.61116	0.54999
INPP1	0.43185	0.43185	0.38965	0.38965	0.43185	0.38965	0.44931	0.43185	0.38965	0.3851
INPP4A	0.62785	0.62785	0.52882	0.52882	0.62785	0.52882	0.637525	0.62785	0.52882	0.6699
INPP4B	0.497685	0.497685	0.56251	0.56251	0.497685	0.56251	0.81221	0.497685	0.56251	0.53961
INPP5A	0.582125	0.582125	0.46287	0.46287	0.582125	0.46287	0.62581	0.582125	0.46287	0.41084
INPP5B	0.9141625	0.9141625	0.90094	0.90094	0.9141625	0.90094	0.92523	0.9141625	0.90094	0.86163
INPP5D	0.785425	0.785425	0.824145	0.824145	0.785425	0.824145	0.757485	0.785425	0.824145	0.84569
INPP5E	0.66286	0.66286	0.593115	0.593115	0.66286	0.593115	0.651295	0.66286	0.593115	0.66232
INPP5F	0.58013	0.58013	0.51882	0.51882	0.58013	0.51882	0.6033325	0.58013	0.51882	0.6699
INPP5J	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INPP5K	0.938355	0.938355	0.94464	0.94464	0.938355	0.94464	0.91683	0.938355	0.94464	0.89456
INPPL1	0.96227	0.96227	0.94218	0.94218	0.96227	0.94218	0.933245	0.96227	0.94218	0.964815
INS	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSC	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSIG1	0.800235	0.800235	0.82944	0.82944	0.800235	0.82944	0.615385	0.800235	0.82944	0.97402
INSIG2	0.6702	0.6702	0.55397	0.55397	0.6702	0.55397	0.678165	0.6702	0.55397	0.610205
INSL3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSL4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSL5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSL6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSM1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSM2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INSR	0.71499	0.71499	0.6699	0.6699	0.71499	0.6699	0.5189	0.71499	0.6699	0.4601525
INSRR	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INTS1	0.65933	0.65933	0.688965	0.688965	0.65933	0.688965	0.688275	0.65933	0.688965	0.63595
INTS10	0.62593	0.62593	0.57442	0.57442	0.62593	0.57442	0.54859	0.62593	0.57442	0.577165
INTS12	0.29851	0.29851	0.3257	0.3257	0.29851	0.3257	0.338965	0.29851	0.3257	0.295235
INTS2	0.306355	0.306355	0.314955	0.314955	0.306355	0.314955	0.3036825	0.306355	0.314955	0.30052
INTS3	0.6702	0.6702	0.8175	0.8175	0.6702	0.8175	0.852005	0.6702	0.8175	0.79776
INTS4	0.25762	0.25762	0.2826225	0.2826225	0.25762	0.2826225	0.266535	0.25762	0.2826225	0.255805
INTS5	0.45503	0.45503	0.4167	0.4167	0.45503	0.4167	0.370105	0.45503	0.4167	0.3603
INTS6	0.42606	0.42606	0.43788	0.43788	0.42606	0.43788	0.477575	0.42606	0.43788	0.41799
INTS6-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
INTS7	0.09059	0.09059	0.406635	0.406635	0.09059	0.406635	0.48726	0.09059	0.406635	0.3911
INTS8	0.38428	0.38428	0.383225	0.383225	0.38428	0.383225	0.412195	0.38428	0.383225	0.35794
INTS9	0.30707	0.30707	0.372855	0.372855	0.30707	0.372855	0.3604	0.30707	0.372855	0.34912
INTU	0.09059	0.09059	0.28407	0.28407	0.09059	0.28407	0.33309	0.09059	0.28407	0.28204
INVS	0.41403	0.41403	0.353005	0.353005	0.41403	0.353005	0.38408	0.41403	0.353005	0.35907
IP6K1	0.7476	0.7476	0.6699	0.6699	0.7476	0.6699	0.724785	0.7476	0.6699	0.59458
IP6K2	0.4811125	0.4811125	0.5167	0.5167	0.4811125	0.5167	0.5100025	0.4811125	0.5167	0.4766775
IP6K3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IPCEF1	0.24099	0.24099	0.09435	0.09435	0.24099	0.09435	0.08815	0.24099	0.09435	0.088555
IPMK	0.2909	0.2909	0.24482	0.24482	0.2909	0.24482	0.25466	0.2909	0.24482	0.27021
IPO11	0.655435	0.655435	0.73886	0.73886	0.655435	0.73886	0.7917	0.655435	0.73886	0.66232
IPO13	0.5786125	0.5786125	0.62581	0.62581	0.5786125	0.62581	0.59051	0.5786125	0.62581	0.59618
IPO4	0.50688	0.50688	0.533355	0.533355	0.50688	0.533355	0.44478	0.50688	0.533355	0.44704
IPO5	0.80276	0.80276	0.8175	0.8175	0.80276	0.8175	0.806095	0.80276	0.8175	0.72426
IPO7	0.77882	0.77882	0.8764375	0.8764375	0.77882	0.8764375	0.882675	0.77882	0.8764375	0.789185
IPO8	0.79406	0.79406	0.8034425	0.8034425	0.79406	0.8034425	0.816785	0.79406	0.8034425	0.73358
IPO9	0.840625	0.840625	0.85267	0.85267	0.840625	0.85267	0.8765575	0.840625	0.85267	0.81266
IPO9-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IPP	0.597085	0.597085	0.591115	0.591115	0.597085	0.591115	0.617005	0.597085	0.591115	0.53573
IPPK	0.56634	0.56634	0.46129	0.46129	0.56634	0.46129	0.423135	0.56634	0.46129	0.443525
IQCA1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCB1	0.88325	0.88325	0.890075	0.890075	0.88325	0.890075	0.923315	0.88325	0.890075	0.887755
IQCC	0.347605	0.347605	0.24266	0.24266	0.347605	0.24266	0.28296	0.347605	0.24266	0.259385
IQCD	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCE	0.34538	0.34538	0.376365	0.376365	0.34538	0.376365	0.362965	0.34538	0.376365	0.345175
IQCF1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCF2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCF3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCF5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCF5-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCG	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCH	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCH-AS1	0.3715425	0.3715425	0.355845	0.355845	0.3715425	0.355845	0.30489	0.3715425	0.355845	0.32898
IQCJ-SCHIP1-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IQCK	0.391925	0.391925	0.273005	0.273005	0.391925	0.273005	0.36898	0.391925	0.273005	0.31668
IQGAP1	0.92473	0.92473	0.94352	0.94352	0.92473	0.94352	0.95	0.92473	0.94352	0.93592
IQGAP2	0.3299	0.3299	0.37394	0.37394	0.3299	0.37394	0.30052	0.3299	0.37394	0.50732
IQGAP3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.27943
IQSEC1	0.64221	0.64221	0.6667	0.6667	0.64221	0.6667	0.66597	0.64221	0.6667	0.6825125
IQSEC2	0.42765	0.42765	0.46737	0.46737	0.42765	0.46737	0.5028	0.42765	0.46737	0.57543
IQSEC3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.23866
IQUB	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRAK1	0.8971	0.8971	0.902515	0.902515	0.8971	0.902515	0.83379	0.8971	0.902515	0.89604
IRAK1BP1	0.23346	0.23346	0.276035	0.276035	0.23346	0.276035	0.31219	0.23346	0.276035	0.25262
IRAK2	0.34439	0.34439	0.30701	0.30701	0.34439	0.30701	0.33309	0.34439	0.30701	0.402585
IRAK3	0.761345	0.761345	0.80218	0.80218	0.761345	0.80218	0.6097525	0.761345	0.80218	0.57173
IRAK4	0.60199	0.60199	0.57065	0.57065	0.60199	0.57065	0.5745875	0.60199	0.57065	0.592015
IREB2	0.674045	0.674045	0.62805	0.62805	0.674045	0.62805	0.63403	0.674045	0.62805	0.624555
IRF1	0.50365	0.50365	0.457135	0.457135	0.50365	0.457135	0.642525	0.50365	0.457135	0.77014
IRF2	0.53145	0.53145	0.681175	0.681175	0.53145	0.681175	0.65872	0.53145	0.681175	0.645655
IRF2BP1	0.60808	0.60808	0.58599	0.58599	0.60808	0.58599	0.58826	0.60808	0.58599	0.54999
IRF2BP2	0.73445	0.73445	0.7958775	0.7958775	0.73445	0.7958775	0.8480175	0.73445	0.7958775	0.78028
IRF2BPL	0.698915	0.698915	0.816615	0.816615	0.698915	0.816615	0.755845	0.698915	0.816615	0.73629
IRF3	0.884135	0.884135	0.816615	0.816615	0.884135	0.816615	0.864205	0.884135	0.816615	0.867105
IRF4	0.77356	0.77356	0.48196	0.48196	0.77356	0.48196	0.678165	0.77356	0.48196	0.5308425
IRF5	0.404485	0.404485	0.71279	0.71279	0.404485	0.71279	0.5189	0.404485	0.71279	0.81734
IRF6	0.334345	0.334345	0.09435	0.09435	0.334345	0.09435	0.08815	0.334345	0.09435	0.088555
IRF7	0.269005	0.269005	0.2826225	0.2826225	0.269005	0.2826225	0.30143	0.269005	0.2826225	0.3713
IRF8	0.48321	0.48321	0.53059	0.53059	0.48321	0.53059	0.263675	0.48321	0.53059	0.64416
IRF9	0.61405	0.61405	0.68264	0.68264	0.61405	0.68264	0.731005	0.61405	0.68264	0.731695
IRG1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRGC	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRGM	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRGQ	0.70021	0.70021	0.655635	0.655635	0.70021	0.655635	0.61162	0.70021	0.655635	0.713535
IRS1	0.689895	0.689895	0.688965	0.688965	0.689895	0.688965	0.746705	0.689895	0.688965	0.547705
IRS2	0.86949	0.86949	0.825155	0.825155	0.86949	0.825155	0.56559	0.86949	0.825155	0.645655
IRS4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRX1	0.37438	0.37438	0.261725	0.261725	0.37438	0.261725	0.23502	0.37438	0.261725	0.31585
IRX2	0.48321	0.48321	0.28638	0.28638	0.48321	0.28638	0.23502	0.48321	0.28638	0.24482
IRX3	0.79326	0.79326	0.80093	0.80093	0.79326	0.80093	0.7366775	0.79326	0.80093	0.560405
IRX4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IRX5	0.29201	0.29201	0.09435	0.09435	0.29201	0.09435	0.08815	0.29201	0.09435	0.088555
ISCA1	0.70021	0.70021	0.7096375	0.7096375	0.70021	0.7096375	0.73226	0.70021	0.7096375	0.652575
ISCA2	0.40576	0.40576	0.3924125	0.3924125	0.40576	0.3924125	0.366415	0.40576	0.3924125	0.41084
ISCU	0.745105	0.745105	0.7606725	0.7606725	0.745105	0.7606725	0.7801225	0.745105	0.7606725	0.785105
ISG15	0.240205	0.240205	0.41447	0.41447	0.240205	0.41447	0.4911	0.240205	0.41447	0.650935
ISG20	0.68299	0.68299	0.533355	0.533355	0.68299	0.533355	0.60137	0.68299	0.533355	0.62016
ISG20L2	0.54983	0.54983	0.5237525	0.5237525	0.54983	0.5237525	0.527195	0.54983	0.5237525	0.500325
ISL1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ISL2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ISLR	0.92952	0.92952	0.91897	0.91897	0.92952	0.91897	0.95733	0.92952	0.91897	0.94607
ISLR2	0.269005	0.269005	0.09435	0.09435	0.269005	0.09435	0.280885	0.269005	0.09435	0.23276
ISM1	0.55861	0.55861	0.51882	0.51882	0.55861	0.51882	0.417285	0.55861	0.51882	0.3973975
ISM1-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ISM2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ISOC1	0.320085	0.320085	0.4167	0.4167	0.320085	0.4167	0.379035	0.320085	0.4167	0.445285
ISOC2	0.2802	0.2802	0.52571	0.52571	0.2802	0.52571	0.347235	0.2802	0.52571	0.39896
ISPD-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
IST1	0.801745	0.801745	0.75481	0.75481	0.801745	0.75481	0.755845	0.801745	0.75481	0.766
ISX	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ISY1	0.57334	0.57334	0.54746	0.54746	0.57334	0.54746	0.5583	0.57334	0.54746	0.51301
ISYNA1	0.2811225	0.2811225	0.32133	0.32133	0.2811225	0.32133	0.56904	0.2811225	0.32133	0.3637
ITCH	0.728585	0.728585	0.5893625	0.5893625	0.728585	0.5893625	0.62581	0.728585	0.5893625	0.632645
ITFG1	0.526465	0.526465	0.57643	0.57643	0.526465	0.57643	0.6097525	0.526465	0.57643	0.580855
ITFG2	0.261965	0.261965	0.36167	0.36167	0.261965	0.36167	0.374335	0.261965	0.36167	0.29273
ITFG3	0.655435	0.655435	0.6667	0.6667	0.655435	0.6667	0.57266	0.655435	0.6667	0.610205
ITGA1	0.695515	0.695515	0.634975	0.634975	0.695515	0.634975	0.7824725	0.695515	0.634975	0.6825125
ITGA10	0.453355	0.453355	0.24266	0.24266	0.453355	0.24266	0.38183	0.453355	0.24266	0.088555
ITGA11	0.46382	0.46382	0.45463	0.45463	0.46382	0.45463	0.67292	0.46382	0.45463	0.36475
ITGA2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.258745	0.09059	0.09435	0.088555
ITGA2B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITGA3	0.62593	0.62593	0.654105	0.654105	0.62593	0.654105	0.8480175	0.62593	0.654105	0.91225
ITGA4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.308125
ITGA5	0.937	0.937	0.912615	0.912615	0.937	0.912615	0.86958	0.937	0.912615	0.87349
ITGA6	0.6756	0.6756	0.751705	0.751705	0.6756	0.751705	0.84459	0.6756	0.751705	0.671765
ITGA7	0.73974	0.73974	0.91981	0.91981	0.73974	0.91981	0.91432	0.73974	0.91981	0.8484
ITGA8	0.34439	0.34439	0.26457	0.26457	0.34439	0.26457	0.708365	0.34439	0.26457	0.38673
ITGA9	0.524885	0.524885	0.40993	0.40993	0.524885	0.40993	0.4726775	0.524885	0.40993	0.31755
ITGAD	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.267865
ITGAE	0.54983	0.54983	0.564465	0.564465	0.54983	0.564465	0.53809	0.54983	0.564465	0.7523625
ITGAL	0.29571	0.29571	0.09435	0.09435	0.29571	0.09435	0.23117	0.29571	0.09435	0.59972
ITGAM	0.458315	0.458315	0.85267	0.85267	0.458315	0.85267	0.67128	0.458315	0.85267	0.89522
ITGAV	0.76535	0.76535	0.75633	0.75633	0.76535	0.75633	0.79028	0.76535	0.75633	0.83739
ITGAX	0.268255	0.268255	0.31755	0.31755	0.268255	0.31755	0.2680025	0.268255	0.31755	0.92221
ITGB1	0.83887	0.83887	0.91683	0.91683	0.83887	0.91683	0.90515	0.83887	0.91683	0.893735
ITGB1BP1	0.7589	0.7589	0.76922	0.76922	0.7589	0.76922	0.74142	0.7589	0.76922	0.7161475
ITGB1BP2	0.24666	0.24666	0.09435	0.09435	0.24666	0.09435	0.2788725	0.24666	0.09435	0.23397
ITGB2	0.58747	0.58747	0.84334	0.84334	0.58747	0.84334	0.4641675	0.58747	0.84334	0.96078
ITGB2-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.327895
ITGB3	0.3366025	0.3366025	0.2483	0.2483	0.3366025	0.2483	0.28961	0.3366025	0.2483	0.22567
ITGB3BP	0.27335	0.27335	0.366865	0.366865	0.27335	0.366865	0.320085	0.27335	0.366865	0.289795
ITGB4	0.88966	0.88966	0.8175	0.8175	0.88966	0.8175	0.89404	0.88966	0.8175	0.69026
ITGB5	0.9787	0.9787	0.961225	0.961225	0.9787	0.961225	0.95059	0.9787	0.961225	0.95899
ITGB7	0.73307	0.73307	0.55593	0.55593	0.73307	0.55593	0.62581	0.73307	0.55593	0.87032
ITGB8	0.35388	0.35388	0.09435	0.09435	0.35388	0.09435	0.08815	0.35388	0.09435	0.22567
ITGBL1	0.80995	0.80995	0.418165	0.418165	0.80995	0.418165	0.5925	0.80995	0.418165	0.47968
ITIH1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITIH2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITIH3	0.408825	0.408825	0.35486	0.35486	0.408825	0.35486	0.75073	0.408825	0.35486	0.2802
ITIH4	0.57523	0.57523	0.57442	0.57442	0.57523	0.57442	0.779095	0.57523	0.57442	0.708575
ITIH5	0.92895	0.92895	0.96609	0.96609	0.92895	0.96609	0.934775	0.92895	0.96609	0.97198
ITIH6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITK	0.27849	0.27849	0.09435	0.09435	0.27849	0.09435	0.08815	0.27849	0.09435	0.27128
ITLN1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITM2A	0.407185	0.407185	0.6667	0.6667	0.407185	0.6667	0.8075975	0.407185	0.6667	0.560405
ITM2B	0.99833	0.99833	0.99858	0.99858	0.99833	0.99858	0.99918	0.99833	0.99858	0.99858
ITM2C	0.87883	0.87883	0.903255	0.903255	0.87883	0.903255	0.919545	0.87883	0.903255	0.903425
ITPA	0.56634	0.56634	0.62581	0.62581	0.56634	0.62581	0.606685	0.56634	0.62581	0.642525
ITPK1	0.43185	0.43185	0.64821	0.64821	0.43185	0.64821	0.42905	0.43185	0.64821	0.54174
ITPK1-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ITPKA	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
