Sample1	Sample2	Sample3	Sample4	Sample5
IVNS1ABP	0.7654	0.83913	0.74564	0.77313	0.93743
IWS1	0.76198	0.76366	0.69682	0.7219175	0.84322
IYD	0.11898	0.11846	0.12279	0.1376	0.11786
IZUMO1	0.11898	0.11846	0.12279	0.1376	0.11786
IZUMO2	0.11898	0.11846	0.12279	0.1376	0.11786
IZUMO4	0.304855	0.11846	0.320695	0.3818775	0.392755
JAG1	0.11898	0.11846	0.12279	0.1376	0.11786
JAG2	0.11898	0.11846	0.12279	0.1376	0.11786
JAGN1	0.75398	0.640435	0.78007	0.732065	0.400305
JAK1	0.9106	0.8555	0.83052	0.824515	0.88024
JAK2	0.347325	0.568205	0.4016075	0.37926	0.521065
JAK3	0.85342	0.82213	0.75789	0.60763	0.739
JAKMIP1	0.468555	0.11846	0.57057	0.391005	0.461565
JAKMIP2	0.11898	0.11846	0.12279	0.1376	0.11786
JAKMIP3	0.11898	0.11846	0.12279	0.1376	0.11786
JAM2	0.11898	0.11846	0.12279	0.1376	0.11786
JAM3	0.57437	0.334435	0.78903	0.94136	0.43207
JARID2	0.849	0.884965	0.78761	0.9004	0.96345
JARID2-AS1	0.11898	0.11846	0.33453	0.1376	0.327525
JAZF1	0.314215	0.53925	0.12279	0.1376	0.53111
JAZF1-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
JDP2	0.11898	0.496655	0.12279	0.1376	0.11786
JHDM1D-AS1	0.11898	0.11846	0.35046	0.40681	0.11786
JKAMP	0.5518975	0.38515	0.527325	0.479	0.43102
JMJD1C	0.88476	0.94235	0.810435	0.89993	0.95949
JMJD1C-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
JMJD4	0.461995	0.44426	0.55451	0.398445	0.426715
JMJD6	0.5660075	0.696935	0.617265	0.8364	0.768935
JMJD8	0.72473	0.64849	0.77671	0.71902	0.538245
JMY	0.57334	0.48651	0.49016	0.57223	0.55928
JOSD1	0.8909	0.90085	0.90185	0.95197	0.85749
JOSD2	0.48298	0.35417	0.501045	0.39212	0.30191
JPH1	0.11898	0.3911	0.12279	0.1376	0.11786
JPH2	0.11898	0.11846	0.12279	0.1376	0.11786
JPH3	0.11898	0.11846	0.12279	0.1376	0.11786
JPX	0.65466	0.48726	0.45201	0.46946	0.53304
JRK	0.55822	0.451075	0.5522925	0.3711	0.45024
JRKL	0.5275575	0.37041	0.394285	0.1376	0.48156
JSRP1	0.11898	0.11846	0.12279	0.1376	0.11786
JTB	0.96157	0.95498	0.96759	0.97064	0.9114
JUN	0.99182	0.99613	0.99013	0.98881	0.99281
JUNB	0.952775	0.97025	0.96147	0.97595	0.95298
JUND	0.98582	0.99271	0.9847	0.99498	0.97886
JUP	0.11898	0.4072775	0.12279	0.82744	0.11786
KAAG1	0.11898	0.11846	0.12279	0.1376	0.11786
KAL1	0.11898	0.11846	0.12279	0.1376	0.11786
KALRN	0.11898	0.11846	0.12279	0.1376	0.11786
KANK1	0.11898	0.11846	0.12279	0.1376	0.11786
KANK2	0.32795	0.4656825	0.12279	0.1376	0.11786
KANK3	0.11898	0.11846	0.12279	0.1376	0.11786
KANK4	0.11898	0.11846	0.12279	0.1376	0.85342
KANSL1	0.87154	0.92437	0.78233	0.90964	0.87679
KANSL1-AS1	0.79663	0.51695	0.40714	0.58142	0.43387
KANSL1L	0.5388575	0.437795	0.49226	0.4989425	0.69524
KANSL2	0.83925	0.915135	0.87903	0.92261	0.87547
KANSL3	0.76469	0.82804	0.74736	0.78115	0.77632
KARS	0.93092	0.93331	0.93859	0.94025	0.88509
KAT2A	0.73173	0.70485	0.737015	0.61671	0.7121
KAT2B	0.60469	0.7084	0.496655	0.396095	0.80034
KAT5	0.8229	0.66126	0.765515	0.79185	0.69597
KAT6A	0.77524	0.8884	0.721405	0.87854	0.90256
KAT6B	0.584105	0.667345	0.538245	0.71997	0.74827
KAT7	0.87163	0.91475	0.84023	0.901075	0.8645
KAT8	0.74879	0.74798	0.78028	0.78858	0.70236
KATNA1	0.62942	0.68853	0.61247	0.71369	0.70698
KATNAL1	0.56233	0.6245225	0.58633	0.5067025	0.8461
KATNAL2	0.11898	0.11846	0.12279	0.1376	0.11786
KATNB1	0.79028	0.63574	0.75526	0.81616	0.67683
KATNBL1	0.416055	0.45049	0.57113	0.43553	0.503195
KAZALD1	0.11898	0.11846	0.12279	0.1376	0.11786
KAZN	0.33385	0.11846	0.12279	0.1376	0.512175
KB-1000E4.2	0.11898	0.11846	0.12279	0.1376	0.11786
KB-1410C5.2	0.11898	0.11846	0.12279	0.1376	0.11786
KB-1568E2.1	0.11898	0.11846	0.12279	0.1376	0.11786
KB-1836B5.1	0.11898	0.11846	0.12279	0.1376	0.11786
KB-431C1.4	0.408255	0.11846	0.12279	0.1376	0.3271575
KB-431C1.5	0.11898	0.11846	0.12279	0.1376	0.11786
KBTBD11	0.48489	0.48336	0.498735	0.54848	0.62434
KBTBD12	0.11898	0.11846	0.12279	0.1376	0.11786
KBTBD2	0.6748	0.818835	0.6748	0.79247	0.87234
KBTBD3	0.11898	0.11846	0.12279	0.1376	0.11786
KBTBD4	0.76869	0.69744	0.66703	0.79608	0.635175
KBTBD6	0.72473	0.44829	0.41517	0.51817	0.73035
KBTBD7	0.50396	0.44607	0.413915	0.488565	0.377875
KBTBD8	0.11898	0.11846	0.319075	0.40524	0.11786
KCMF1	0.55665	0.60642	0.5573	0.81971	0.61437
KCNA1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA10	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA3	0.85722	0.89701	0.72458	0.66343	0.897495
KCNA4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA5	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA6	0.11898	0.11846	0.12279	0.1376	0.11786
KCNA7	0.11898	0.11846	0.12279	0.1376	0.11786
KCNAB1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNAB2	0.65579	0.58181	0.75215	0.759735	0.52575
KCNAB3	0.11898	0.31585	0.12279	0.1376	0.11786
KCNB1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNB2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNC1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNC2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNC3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNC4	0.11898	0.358575	0.12279	0.1376	0.31135
KCND1	0.11898	0.11846	0.12279	0.1376	0.11786
KCND2	0.11898	0.11846	0.12279	0.1376	0.11786
KCND3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNE1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNE1L	0.11898	0.11846	0.12279	0.1376	0.11786
KCNE2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNE3	0.11898	0.30566	0.12279	0.1376	0.11786
KCNE4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNF1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNG1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNG2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNG3	0.11898	0.11846	0.12279	0.1376	0.307955
KCNG4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH2	0.391405	0.35807	0.12279	0.37264	0.11786
KCNH3	0.11898	0.11846	0.12279	0.1376	0.311925
KCNH4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH5	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH6	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH7	0.11898	0.11846	0.12279	0.1376	0.11786
KCNH8	0.11898	0.11846	0.12279	0.1376	0.335455
KCNIP1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNIP2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNIP2-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNIP3	0.11898	0.37252	0.12279	0.1376	0.11786
KCNIP4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ10	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ11	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ13	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ14	0.11898	0.3724025	0.12279	0.443525	0.11786
KCNJ15	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ16	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ2-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ4	0.11898	0.11846	0.12279	0.42965	0.11786
KCNJ5	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ6	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ8	0.11898	0.11846	0.12279	0.1376	0.11786
KCNJ9	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK1	0.702465	0.373325	0.12279	0.469965	0.536035
KCNK10	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK12	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK13	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK15	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK16	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK17	0.82527	0.58101	0.489565	0.39823	0.884965
KCNK2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK4	0.11898	0.11846	0.12279	0.1376	0.11786
KCNK5	0.51481	0.78738	0.79144	0.7100625	0.6056325
KCNK6	0.11898	0.11846	0.32784	0.1376	0.305525
KCNK7	0.11898	0.11846	0.12279	0.44701	0.11786
KCNK9	0.11898	0.11846	0.12279	0.1376	0.11786
KCNMA1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNMB1	0.34252	0.11846	0.12279	0.1376	0.11786
KCNMB2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNMB3	0.11898	0.11846	0.3304575	0.1376	0.4403775
KCNMB4	0.11898	0.11846	0.3430975	0.43788	0.428395
KCNN1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNN2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNN3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNN4	0.74871	0.84916	0.3825375	0.1376	0.65117
KCNQ1	0.42349	0.11846	0.12279	0.1376	0.11786
KCNQ1-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNQ1DN	0.11898	0.11846	0.12279	0.1376	0.11786
KCNQ2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNQ3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNQ4	0.11898	0.11846	0.338515	0.1376	0.11786
KCNQ5	0.11898	0.11846	0.12279	0.1376	0.373605
KCNRG	0.11898	0.11846	0.12279	0.1376	0.11786
KCNS1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNS2	0.11898	0.11846	0.12279	0.1376	0.11786
KCNS3	0.11898	0.11846	0.12279	0.1376	0.11786
KCNT1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNT2	0.11898	0.11846	0.12279	0.1376	0.46168
KCNU1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNV1	0.11898	0.11846	0.12279	0.1376	0.11786
KCNV2	0.11898	0.11846	0.12279	0.1376	0.11786
KCP	0.11898	0.11846	0.12279	0.1376	0.11786
KCTD1	0.391615	0.11846	0.43023	0.547845	0.43725
KCTD10	0.62282	0.51927	0.569505	0.6341	0.442545
KCTD11	0.11898	0.37159	0.3835075	0.1376	0.36254
KCTD12	0.443025	0.43668	0.43795	0.548535	0.362965
KCTD13	0.37136	0.41461	0.4275175	0.526075	0.399015
KCTD15	0.11898	0.11846	0.12279	0.1376	0.51096
KCTD16	0.11898	0.11846	0.12279	0.1376	0.11786
KCTD17	0.555355	0.533545	0.5255425	0.545875	0.4364
KCTD18	0.47152	0.41836	0.4862925	0.513585	0.37688
KCTD19	0.11898	0.11846	0.12279	0.1376	0.11786
KCTD2	0.6936	0.61388	0.67437	0.84725	0.49469
KCTD20	0.89436	0.8508	0.87835	0.90131	0.85246
KCTD21	0.11898	0.11846	0.12279	0.1376	0.388255
KCTD3	0.599945	0.416755	0.4380825	0.459485	0.555565
KCTD4	0.11898	0.11846	0.12279	0.1376	0.11786
KCTD5	0.703615	0.44443	0.605955	0.70999	0.4252225
KCTD6	0.350865	0.3919825	0.35439	0.1376	0.11786
KCTD9	0.702995	0.63287	0.676455	0.67145	0.89927
KDELC1	0.92721	0.11846	0.12279	0.1376	0.11786
KDELC2	0.4975	0.67901	0.46382	0.52585	0.698365
KDELR1	0.85223	0.79058	0.8463	0.83024	0.6187825
KDELR2	0.60357	0.64416	0.7147	0.672715	0.55992
KDELR3	0.11898	0.11846	0.376625	0.6117525	0.11786
KDM1A	0.87001	0.94842	0.9257	0.88882	0.90247
KDM1B	0.410545	0.5831	0.533355	0.41169	0.46667
KDM2A	0.85619	0.819645	0.83664	0.90927	0.91501
KDM2B	0.639615	0.67038	0.63382	0.66063	0.67103
KDM3A	0.65142	0.70772	0.64169	0.76803	0.77873
KDM3B	0.85852	0.857	0.85852	0.8484	0.8519
KDM4A	0.7337	0.744195	0.70598	0.81933	0.78312
KDM4B	0.54392	0.355195	0.57521	0.52985	0.3784275
KDM4C	0.4677475	0.59278	0.5725	0.565055	0.698915
KDM4D	0.11898	0.11846	0.12279	0.1376	0.11786
KDM5A	0.60357	0.87119	0.68748	0.87535	0.9051
KDM5B	0.72916	0.51767	0.76323	0.84655	0.803355
KDM5C	0.914625	0.81734	0.85267	0.88196	0.87215
KDM5D	0.11898	0.719805	0.73437	0.6995975	0.83587
KDM6A	0.83061	0.8836	0.5855175	0.84242	0.892195
KDM6B	0.45804	0.52939	0.57614	0.88585	0.64354
KDM8	0.42478	0.31881	0.3711	0.468855	0.36752
KDR	0.11898	0.11846	0.12279	0.1376	0.11786
KDSR	0.44567	0.41876	0.4159625	0.54059	0.49438
KEAP1	0.78143	0.73823	0.80413	0.638045	0.64058
KEL	0.11898	0.3038775	0.12279	0.1376	0.11786
KERA	0.11898	0.11846	0.12279	0.1376	0.11786
KHDC1	0.350865	0.62416	0.508945	0.363855	0.49916
KHDC1L	0.11898	0.11846	0.12279	0.1376	0.11786
KHDC3L	0.11898	0.11846	0.12279	0.1376	0.11786
KHDRBS1	0.95949	0.97491	0.95772	0.9674	0.96839
KHDRBS2	0.11898	0.11846	0.12279	0.1376	0.11786
KHDRBS3	0.11898	0.75459	0.12279	0.1376	0.4706675
KHK	0.11898	0.11846	0.364825	0.1376	0.11786
KHNYN	0.76515	0.691	0.705815	0.71601	0.59793
KHSRP	0.93248	0.95439	0.93738	0.96709	0.92589
KIAA0020	0.536035	0.7968625	0.715615	0.71508	0.86028
KIAA0040	0.56809	0.11846	0.3858725	0.38867	0.11786
KIAA0087	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA0100	0.88467	0.86673	0.91322	0.87712	0.91188
KIAA0101	0.6789675	0.842025	0.816205	0.78686	0.79302
KIAA0125	0.83871	0.11846	0.12279	0.1376	0.11786
KIAA0141	0.66142	0.599945	0.637215	0.62087	0.634975
KIAA0196	0.653955	0.711175	0.57909	0.60314	0.63816
KIAA0226	0.446905	0.50204	0.55359	0.5779925	0.56335
KIAA0226L	0.87028	0.36402	0.40355	0.43091	0.3886325
KIAA0232	0.46926	0.73751	0.439505	0.71571	0.74969
KIAA0247	0.71128	0.74439	0.43343	0.69607	0.73886
KIAA0319	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA0319L	0.60575	0.564465	0.569	0.500125	0.60357
KIAA0355	0.11898	0.352645	0.3923225	0.509215	0.472605
KIAA0368	0.75926	0.72927	0.12279	0.1376	0.72554
KIAA0391	0.77356	0.69216	0.82209	0.73914	0.7773825
KIAA0408	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA0430	0.50444	0.64907	0.540895	0.64917	0.682455
KIAA0513	0.38468	0.11846	0.12279	0.1376	0.11786
KIAA0556	0.43733	0.40934	0.415015	0.4565325	0.4476975
KIAA0586	0.48699	0.56809	0.459065	0.504935	0.68578
KIAA0753	0.398105	0.503195	0.44723	0.48336	0.56559
KIAA0754	0.42947	0.82564	0.4769	0.5803	0.72012
KIAA0825	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA0895	0.11898	0.33159	0.12279	0.38464	0.42449
KIAA0895L	0.493285	0.56515	0.50092	0.52788	0.62785
KIAA0907	0.66817	0.82173	0.671765	0.65687	0.81274
KIAA0922	0.98119	0.98034	0.88024	0.7539	0.98695
KIAA0930	0.497685	0.48666	0.55143	0.44728	0.379685
KIAA1024	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1033	0.67741	0.56286	0.59685	0.606305	0.79894
KIAA1045	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1107	0.11898	0.11846	0.12279	0.1376	0.38019
KIAA1109	0.582125	0.69198	0.58237	0.69324	0.82282
KIAA1143	0.77023	0.7449	0.74295	0.6958	0.75561
KIAA1147	0.7419	0.7018875	0.62434	0.6245225	0.84762
KIAA1161	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1191	0.787335	0.79732	0.82719	0.94947	0.67704
KIAA1210	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1211	0.11898	0.4015275	0.12279	0.1376	0.11786
KIAA1211L	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1217	0.4107775	0.50565	0.12279	0.1376	0.11786
KIAA1244	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1257	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1279	0.339725	0.38037	0.32467	0.386785	0.619435
KIAA1324	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1324L	0.11898	0.11846	0.37713	0.1376	0.11786
KIAA1328	0.11898	0.333715	0.12279	0.1376	0.31135
KIAA1377	0.11898	0.38482	0.12279	0.1376	0.34794
KIAA1407	0.11898	0.11846	0.12279	0.1376	0.32618
KIAA1429	0.654765	0.73465	0.51923	0.69337	0.735355
KIAA1430	0.4024375	0.48821	0.48475	0.417435	0.41721
KIAA1432	0.43268	0.70067	0.53158	0.69302	0.68077
KIAA1456	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1462	0.11898	0.11846	0.12279	0.1376	0.307955
KIAA1467	0.11898	0.11846	0.322795	0.1376	0.11786
KIAA1468	0.61025	0.59787	0.528505	0.510075	0.73511
KIAA1522	0.11898	0.11846	0.12279	0.1376	0.30346
KIAA1524	0.497685	0.7018875	0.53437	0.389585	0.65773
KIAA1549	0.11898	0.11846	0.12279	0.1376	0.34488
KIAA1549L	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1551	0.69675	0.80541	0.75066	0.78686	0.721
KIAA1586	0.55273	0.57778	0.48722	0.4602575	0.64912
KIAA1598	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1614	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1644	0.11898	0.39658	0.12279	0.48208	0.77612
KIAA1671	0.31367	0.11846	0.12279	0.1376	0.11786
KIAA1683	0.11898	0.7032	0.3257	0.6121425	0.471085
KIAA1715	0.36606	0.60948	0.501655	0.465245	0.6777
KIAA1731	0.584475	0.58421	0.4482	0.48086	0.74902
KIAA1755	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1841	0.33023	0.3958625	0.3430975	0.1376	0.4434775
KIAA1875	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA1919	0.45364	0.463355	0.457915	0.419755	0.45982
KIAA1958	0.451855	0.48772	0.427085	0.55719	0.65429
KIAA2013	0.761345	0.56094	0.75034	0.70021	0.426525
KIAA2018	0.492985	0.63748	0.48177	0.703755	0.71264
KIAA2022	0.11898	0.11846	0.12279	0.1376	0.11786
KIAA2026	0.440915	0.624965	0.52939	0.629695	0.76752
KIDINS220	0.5160375	0.689675	0.5643	0.56541	0.68341
KIF11	0.598205	0.714375	0.67375	0.65569	0.69881
KIF12	0.11898	0.11846	0.12279	0.1376	0.11786
KIF13A	0.11898	0.329795	0.12279	0.1376	0.11786
KIF13B	0.46634	0.66327	0.44203	0.49673	0.626915
KIF14	0.37876	0.6916	0.46583	0.4738225	0.629175
KIF15	0.494245	0.8484	0.60209	0.60396	0.69848
KIF16B	0.304855	0.11846	0.12279	0.1376	0.11786
KIF17	0.11898	0.11846	0.12279	0.1376	0.11786
KIF18A	0.456055	0.71883	0.4425025	0.49697	0.63773
KIF18B	0.4560175	0.7752	0.65407	0.515995	0.5742
KIF19	0.11898	0.11846	0.12279	0.1376	0.11786
KIF1A	0.11898	0.11846	0.12279	0.1376	0.11786
KIF1B	0.11898	0.3262575	0.12279	0.1376	0.36467
KIF1C	0.40071	0.33527	0.48156	0.44463	0.33717
KIF20A	0.414835	0.6332	0.635855	0.47481	0.5751
KIF20B	0.60794	0.89718	0.77974	0.76167	0.851385
KIF21A	0.11898	0.11846	0.12279	0.1376	0.11786
KIF21B	0.55009	0.70824	0.65966	0.64503	0.68369
KIF22	0.914625	0.93982	0.928055	0.90955	0.85284
KIF23	0.40041	0.647765	0.52007	0.501255	0.560035
KIF24	0.3100975	0.54128	0.44135	0.1376	0.4509
KIF25	0.11898	0.11846	0.12279	0.1376	0.11786
KIF25-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
KIF26A	0.11898	0.11846	0.12279	0.1376	0.11786
KIF26B	0.11898	0.11846	0.12279	0.1376	0.11786
KIF27	0.48173	0.492985	0.408635	0.45193	0.636555
KIF2A	0.813015	0.89163	0.72751	0.84139	0.84281
KIF2B	0.11898	0.11846	0.12279	0.1376	0.11786
KIF2C	0.69239	0.80447	0.77122	0.67045	0.50544
KIF3A	0.624555	0.476075	0.5380075	0.4903	0.91366
KIF3B	0.428395	0.500325	0.430705	0.57987	0.526865
KIF3C	0.3419575	0.3825375	0.432915	0.517635	0.355365
KIF4A	0.412195	0.653615	0.55495	0.4278475	0.539725
KIF5A	0.11898	0.11846	0.12279	0.1376	0.11786
KIF5B	0.90022	0.944875	0.92683	0.92734	0.96698
KIF5C	0.11898	0.11846	0.12279	0.1376	0.11786
KIF6	0.11898	0.11846	0.12279	0.1376	0.11786
KIF7	0.39722	0.44221	0.54629	0.56094	0.3957
KIF9	0.32721	0.11846	0.328775	0.1376	0.11786
KIF9-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
KIFAP3	0.67261	0.71108	0.63078	0.66293	0.75159
KIFC1	0.785105	0.90904	0.93092	0.68549	0.79732
KIFC2	0.526345	0.55652	0.3789	0.54383	0.394855
KIFC3	0.11898	0.11846	0.33589	0.6711	0.11786
KIN	0.34755	0.382105	0.37863	0.45289	0.4163
KIR2DL1	0.11898	0.11846	0.12279	0.1376	0.11786
KIR2DL3	0.11898	0.11846	0.12279	0.1376	0.11786
KIR2DL4	0.11898	0.11846	0.12279	0.1376	0.11786
KIR3DL1	0.11898	0.11846	0.12279	0.1376	0.11786
KIR3DL3	0.11898	0.11846	0.12279	0.1376	0.11786
KIR3DX1	0.11898	0.11846	0.12279	0.1376	0.11786
KIRREL	0.32041	0.5254	0.12279	0.1376	0.453355
KIRREL2	0.11898	0.11846	0.12279	0.1376	0.11786
KIRREL3	0.11898	0.11846	0.12279	0.1376	0.11786
KIRREL3-AS2	0.11898	0.11846	0.12279	0.1376	0.11786
KIRREL3-AS3	0.11898	0.11846	0.12279	0.1376	0.11786
KISS1	0.11898	0.11846	0.12279	0.1376	0.11786
KISS1R	0.11898	0.11846	0.12279	0.1376	0.11786
KIT	0.11898	0.3380325	0.12279	0.1376	0.11786
KITLG	0.11898	0.11846	0.12279	0.1376	0.11786
KL	0.11898	0.11846	0.12279	0.1376	0.11786
KLB	0.11898	0.11846	0.12279	0.1376	0.11786
KLC1	0.441935	0.57909	0.48235	0.512335	0.56354
KLC2	0.5459275	0.58737	0.691765	0.74167	0.565765
KLC3	0.11898	0.11846	0.12279	0.1376	0.11786
KLC4	0.457915	0.41097	0.459665	0.502685	0.454155
KLF1	0.46583	0.408825	0.37472	0.1376	0.11786
KLF10	0.49571	0.861025	0.85517	0.90784	0.91963
KLF11	0.11898	0.3386325	0.12279	0.1376	0.11786
KLF12	0.72307	0.56251	0.62232	0.58713	0.92942
KLF13	0.93128	0.89622	0.93489	0.90688	0.91791
KLF14	0.11898	0.11846	0.12279	0.1376	0.11786
KLF15	0.11898	0.11846	0.12279	0.1376	0.11786
KLF16	0.4594375	0.504935	0.57987	0.72297	0.40407
KLF17	0.11898	0.11846	0.12279	0.1376	0.11786
KLF2	0.62318	0.42444	0.86184	0.4633125	0.58347
KLF3	0.58181	0.44124	0.12279	0.1376	0.37002
KLF4	0.31658	0.559015	0.48208	0.483795	0.11786
KLF5	0.11898	0.3749375	0.12279	0.50761	0.41388
KLF6	0.96537	0.95629	0.96912	0.940025	0.98413
KLF7	0.48046	0.48507	0.38306	0.48591	0.71906
KLF8	0.11898	0.11846	0.12279	0.1376	0.11786
KLF9	0.11898	0.34323	0.12279	0.1376	0.11786
KLHDC1	0.3825375	0.11846	0.32784	0.40595	0.32188
KLHDC10	0.6583225	0.59298	0.49619	0.64188	0.70386
KLHDC2	0.8865	0.79501	0.799155	0.81099	0.80682
KLHDC3	0.96142	0.94072	0.95575	0.8884	0.87844
KLHDC4	0.532125	0.5091575	0.63257	0.63056	0.5865275
KLHDC7A	0.11898	0.11846	0.12279	0.1376	0.11786
KLHDC7B	0.326885	0.11846	0.12279	0.1376	0.11786
KLHDC8A	0.11898	0.11846	0.12279	0.1376	0.11786
KLHDC8B	0.11898	0.11846	0.12279	0.1376	0.11786
KLHDC9	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL1	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL10	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL11	0.5678775	0.75521	0.68155	0.81873	0.7033
KLHL12	0.58149	0.607705	0.58149	0.512575	0.67292
KLHL13	0.11898	0.314215	0.12279	0.1376	0.11786
KLHL14	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL15	0.71456	0.92876	0.69012	0.86933	0.94314
KLHL17	0.11898	0.38002	0.44103	0.40681	0.33264
KLHL18	0.423685	0.5422125	0.44327	0.632365	0.58794
KLHL2	0.315225	0.334685	0.12279	0.1376	0.11786
KLHL20	0.48205	0.55061	0.431375	0.61908	0.565765
KLHL21	0.5660075	0.48221	0.638045	0.72022	0.521365
KLHL22	0.11898	0.36244	0.34	0.1376	0.11786
KLHL23	0.316145	0.607895	0.60997	0.1376	0.71174
KLHL24	0.83201	0.83382	0.662045	0.860525	0.86331
KLHL25	0.37249	0.484985	0.527515	0.521065	0.391405
KLHL26	0.36752	0.39516	0.37574	0.59132	0.34183
KLHL28	0.55884	0.54313	0.4435725	0.618	0.76419
KLHL29	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL3	0.32041	0.357665	0.3531225	0.36615	0.347075
KLHL31	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL32	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL34	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL35	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL36	0.56094	0.11846	0.3642875	0.1376	0.3955475
KLHL4	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL40	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL41	0.11898	0.11846	0.12279	0.1376	0.11786
KLHL42	0.4688	0.55052	0.467695	0.492805	0.58195
KLHL5	0.57521	0.60318	0.12279	0.475425	0.59593
KLHL6	0.6048	0.57648	0.492985	0.40618	0.663015
